Patient ID,Species,Common Name,Admission Date,Location Found,City Found,County Found
2021-1107,MALL,Mallard,5/5/2021,3801 Discovery Park Blvd,Seattle,King
2021-1111,RACC,Raccoon,5/5/2021,3838 Williams Ave W,Seattle,King
2021-1115,HETH,Hermit Thrush,5/6/2021,1632 33rd Ave,Seattle,King
2021-1134,HOFI,House Finch,5/6/2021,7515 S 134th St,Seattle,King
2021-1166,STJA,Steller's Jay,5/7/2021,2626 NE 135th St,Seattle,King
2021-1183,MALL,Mallard,5/8/2021,10631 Aqua Way S,Seattle,King
2021-1185,STJA,Steller's Jay,5/8/2021,3000 23rd Ave S,Seattle,King
2021-1190,HOFI,House Finch,5/8/2021,1022 NE 71st St,Seattle,King
2021-1195,MALL,Mallard,5/9/2021,7133 Delridge Way SW,Seattle,King
2021-1196,RACC,Raccoon,5/9/2021,2061 15th Ave W,Seattle,King
2021-1199,HETH,Hermit Thrush,5/9/2021,5552 31st Ave NE,Seattle,King
2021-1201,MALL,Mallard,5/9/2021,8316 10th Ave NW,Seattle,King
2021-1202,MALL,Mallard,5/9/2021,8316 10th Ave NW,Seattle,King
2021-1203,MALL,Mallard,5/9/2021,8316 10th Ave NW,Seattle,King
2021-1204,MALL,Mallard,5/9/2021,8316 10th Ave NW,Seattle,King
2021-1205,MALL,Mallard,5/9/2021,8316 10th Ave NW,Seattle,King
2021-1207,AMCR,American Crow,5/9/2021,11130 Seula Beach Dr,Seattle,King
2021-1216,MALL,Mallard,5/10/2021,2143 N Northlake Way,Seattle,King
2021-1217,MALL,Mallard,5/10/2021,2143 N Northlake Way,Seattle,King
2021-1218,RACC,Raccoon,5/10/2021,3838 Williams Ave W,Seattle,King
2021-1221,ANHU,Anna's Hummingbird,5/10/2021,4321 Greenwood Ave N,Seattle,King
2021-1222,AMRO,American Robin,5/10/2021,1716 Belmont Ave #5,Seattle,King
2021-1226,AMRO,American Robin,5/10/2021,1815 S King St #A,Seattle,King
2021-1232,CANG,Canada Goose,5/10/2021,7600 Sand Point Way NE,Seattle,King
2021-1234,BEWR,Bewick's Wren,5/10/2021,7018 7th Ave NW,Seattle,King
2021-1245,AMCR,American Crow,5/11/2021,4421 SW Rose St,Seattle,King
2021-1250,PISI,Pine Siskin,5/11/2021,806 N 42nd St,Seattle,King
2021-1276,STJA,Steller's Jay,5/12/2021,10102 8th Ave S apt N109,Seattle,King
2021-1278,ANHU,Anna's Hummingbird,5/12/2021,8128 13th Ave SW,Seattle,King
2021-1280,CANG,Canada Goose,5/12/2021,South Union Lake,Seattle,King
2021-1285,TOMO,Townsend's Mole,5/13/2021,2501 Thorndyke Ave W,Seattle,King
2021-1292,ANHU,Anna's Hummingbird,5/13/2021,2238 B NW 64th St,Seattle,King
2021-1293,ANHU,Anna's Hummingbird,5/13/2021,2238 B NW 64th St,Seattle,King
2021-1300,MALL,Mallard,5/13/2021,8750 Greenwood Ave N,Seattle,King
2021-1302,AMRO,American Robin,5/13/2021,10738 Ashworth Ave N,Seattle,King
2021-1305,GWGU,Glaucous-winged Gull,5/13/2021,815 Seattle Blvd,Seattle,King
2021-1306,BUSH,Bushtit,5/13/2021,818 NW 75th St,Seattle,King
2021-1307,MALL,Mallard,5/14/2021,8704 Greenwood Ave N,Seattle,King
2021-1308,MALL,Mallard,5/14/2021,8704 Greenwood Ave N,Seattle,King
2021-1309,BUSH,Bushtit,5/14/2021,11512 Meridian Ave N,Seattle,King
2021-1312,BBBA,Big Brown Bat,5/14/2021,3505 Burke Ave N,Seattle,King
2021-1316,ROPI,Rock Pigeon,5/14/2021,3200 15th Ave W,Seattle,King
2021-1317,STJA,Steller's Jay,5/14/2021,14016 Wallingford Ave N,Seattle,King
2021-1318,AMRO,American Robin,5/14/2021,161 23rd Ave,Seattle,King
2021-1321,RACC,Raccoon,5/14/2021,4401 Fremont Ave N,Seattle,King
2021-1322,YRWA,Yellow-rumped Warbler,5/14/2021,6417 14th Ave NW,Seattle,King
2021-1323,MALL,Mallard,5/14/2021,9009 Greenwood Ave N,Seattle,King
2021-1324,MALL,Mallard,5/14/2021,9009 Greenwood Ave N,Seattle,King
2021-1325,MALL,Mallard,5/14/2021,9009 Greenwood Ave N,Seattle,King
2021-1326,MALL,Mallard,5/14/2021,9009 Greenwood Ave N,Seattle,King
2021-1343,GWGU,Glaucous-winged Gull,5/14/2021,2717 Western Ave #1114,Seattle,King
2021-1345,MALL,Mallard,5/15/2021,7201 East Green Lake Dr N,Seattle,King
2021-1346,MALL,Mallard,5/15/2021,7201 East Green Lake Dr N,Seattle,King
2021-1364,SOSP,Song Sparrow,5/15/2021,4805 SW Findlay St,Seattle,King
2021-1371,DEJU,Dark-eyed Junco,5/15/2021,5423 21st Ave NE,Seattle,King
2021-1372,DEJU,Dark-eyed Junco,5/15/2021,5423 21st Ave NE,Seattle,King
2021-1375,AMRO,American Robin,5/15/2021,6554 30th Ave NE,Seattle,King
2021-1396,HOFI,House Finch,5/16/2021,2575 13th Ave W,Seattle,King
2021-1412,MALL,Mallard,5/17/2021,6310 Martin Luther King Jr Wy S,Seattle,King
2021-1416,AMRO,American Robin,5/17/2021,412 Mcgray St,Seattle,King
2021-1424,AMCR,American Crow,5/18/2021,6223 41st Ave NE,Seattle,King
2021-1434,HOSP,House Sparrow,5/18/2021,3600 Fremont Ave N,Seattle,King
2021-1445,CANG,Canada Goose,5/18/2021,8400 55th Ave S,Seattle,King
2021-1449,HOFI,House Finch,5/18/2021,1114 27th Ave,Seattle,King
2021-1450,HOFI,House Finch,5/18/2021,1114 27th Ave,Seattle,King
2021-1458,MALL,Mallard,5/18/2021,610 6th Ave,Seattle,King
2021-1459,MALL,Mallard,5/18/2021,1805 Minor Ave,Seattle,King
2021-1460,ANHU,Anna's Hummingbird,5/18/2021,9417 12th Ave SW,Seattle,King
2021-1461,HOFI,House Finch,5/19/2021,709 E Pike St apt 214,Seattle,King
2021-1463,AMCO,American Coot,5/19/2021,7201 East Green Lake Dr N,Seattle,King
2021-1474,ANHU,Anna's Hummingbird,5/19/2021,611 South Brandon St,Seattle,King
2021-1480,HOFI,House Finch,5/19/2021,300 1st Ave W,Seattle,King
2021-1481,HOFI,House Finch,5/19/2021,300 1st Ave W,Seattle,King
2021-1482,HOFI,House Finch,5/19/2021,300 1st Ave W,Seattle,King
2021-1483,HOFI,House Finch,5/19/2021,300 1st Ave W,Seattle,King
2021-1484,HOFI,House Finch,5/19/2021,300 1st Ave W,Seattle,King
2021-1489,MALL,Mallard,5/19/2021,4501 University Way NE,Seattle,King
2021-1490,MALL,Mallard,5/19/2021,4501 University Way NE,Seattle,King
2021-1491,NOFL,Northern Flicker,5/19/2021,10002 35th Ave NE,Seattle,King
2021-1503,WETA,Western Tanager,5/20/2021,3012 65th Ave SW,Seattle,King
2021-1504,ANHU,Anna's Hummingbird,5/20/2021,1225 W Nickerson St,Seattle,King
2021-1513,DEJU,Dark-eyed Junco,5/20/2021,700 Broadway East,Seattle,King
2021-1534,NOFL,Northern Flicker,5/20/2021,Seward Park,Seattle,King
2021-1535,NOFL,Northern Flicker,5/20/2021,Seward Park,Seattle,King
2021-1536,NOFL,Northern Flicker,5/20/2021,Seward Park,Seattle,King
2021-1537,NOFL,Northern Flicker,5/20/2021,Seward Park,Seattle,King
2021-1538,NOFL,Northern Flicker,5/20/2021,Seward Park,Seattle,King
2021-1539,NOFL,Northern Flicker,5/20/2021,Seward Park,Seattle,King
2021-1540,NOFL,Northern Flicker,5/20/2021,Seward Park,Seattle,King
2021-1541,NOFL,Northern Flicker,5/20/2021,Seward Park,Seattle,King
2021-1549,HOFI,House Finch,5/21/2021,2711 32nd Ave S,Seattle,King
2021-1550,SWTH,Swainson's Thrush,5/21/2021,632 13th Ave E Apt 9,Seattle,King
2021-1554,DEJU,Dark-eyed Junco,5/21/2021,11044 2nd Ave NE,Seattle,King
2021-1566,NOFL,Northern Flicker,5/22/2021,3606 45th Ave SW,Seattle,King
2021-1572,PISI,Pine Siskin,5/22/2021,2032 32nd Ave S,Seattle,King
2021-1573,AMCR,American Crow,5/22/2021,100 NW 77th St,Seattle,King
2021-1576,RBNU,Red-breasted Nuthatch,5/22/2021,14032 Sunnyside Ave,Seattle,King
2021-1579,DEJU,Dark-eyed Junco,5/22/2021,2714 W Hayes St,Seattle,King
2021-1580,EACO,Eastern Cottontail,5/22/2021,9512 1st Ave NE #304,Seattle,King
2021-1583,AMCR,American Crow,5/22/2021,4504 Broadway E,Seattle,King
2021-1591,ANHU,Anna's Hummingbird,5/23/2021,1145 10th Ave E apt 218,Seattle,King
2021-1604,BCCH,Black-cappped Chickadee,5/23/2021,7500 32nd Ave,Seattle,King
2021-1612,DEJU,Dark-eyed Junco,5/23/2021,1112 N 83rd St,Seattle,King
2021-1617,AMCR,American Crow,5/23/2021,12017 5th Ave S,Seattle,King
2021-1626,AMCR,American Crow,5/23/2021,4601 S Graham St,Seattle,King
2021-1627,AMCR,American Crow,5/24/2021,218 22nd Ave E,Seattle,King
2021-1632,BUSH,Bushtit,5/24/2021,809 NE 45th St,Seattle,King
2021-1636,AMCR,American Crow,5/24/2021,4141 2nd Ave NW,Seattle,King
2021-1643,AMCR,American Crow,5/25/2021,4545 Stone Way N,Seattle,King
2021-1648,PEFA,Peregrine Falcon,5/25/2021,1201 3rd Ave,Seattle,King
2021-1651,MALL,Mallard,5/25/2021,719 N 62nd St,Seattle,King
2021-1652,MALL,Mallard,5/25/2021,719 N 62nd St,Seattle,King
2021-1654,TOCH,Townsend's Chipmunk,5/25/2021,12801 Aurora Ave N,Seattle,King
2021-1660,HOFI,House Finch,5/25/2021,2800 Western Ave Unit 218,Seattle,King
2021-1661,HOFI,House Finch,5/25/2021,2800 Western Ave Unit 218,Seattle,King
2021-1662,HOFI,House Finch,5/25/2021,2800 Western Ave Unit 218,Seattle,King
2021-1663,HOFI,House Finch,5/25/2021,2800 Western Ave Unit 218,Seattle,King
2021-1664,HOFI,House Finch,5/25/2021,2800 Western Ave Unit 218,Seattle,King
2021-1665,WODU,Wood Duck,5/25/2021,2007 26th Ave E,Seattle,King
2021-1670,AMCR,American Crow,5/25/2021,2902 52nd Ave SE,Seattle,King
2021-1677,AMCR,American Crow,5/26/2021,8633 55th Ave S,Seattle,King
2021-1679,EACO,Eastern Cottontail,5/26/2021,2011 N 82nd St,Seattle,King
2021-1681,SOSP,Song Sparrow,5/26/2021,6502 East Green Lake Way N,Seattle,King
2021-1685,ANHU,Anna's Hummingbird,5/26/2021,3001 NW 85th St,Seattle,King
2021-1687,ANHU,Anna's Hummingbird,5/26/2021,1101 E Pike St,Seattle,King
2021-1688,WODU,Wood Duck,5/26/2021,2000 26th Ave E,Seattle,King
2021-1689,WODU,Wood Duck,5/26/2021,2000 26th Ave E,Seattle,King
2021-1690,WODU,Wood Duck,5/26/2021,2000 26th Ave E,Seattle,King
2021-1691,WODU,Wood Duck,5/26/2021,2000 26th Ave E,Seattle,King
2021-1711,NOFL,Northern Flicker,5/27/2021,2518 SW Genesee St,Seattle,King
2021-1713,AMRO,American Robin,5/27/2021,4416 38th Ave S.,Seattle,King
2021-1717,DEJU,Dark-eyed Junco,5/27/2021,3456 14th Ave W Apt 2,Seattle,King
2021-1718,DEJU,Dark-eyed Junco,5/27/2021,2061 15th Ave W,Seattle,King
2021-1725,NOFL,Northern Flicker,5/27/2021,4510 NE 60th St,Seattle,King
2021-1726,NOFL,Northern Flicker,5/27/2021,4510 NE 60th St,Seattle,King
2021-1733,MALL,Mallard,5/28/2021,4100 W Marginal Way SW,Seattle,King
2021-1754,ANHU,Anna's Hummingbird,5/28/2021,5239 39th Ave S Unit B,Seattle,King
2021-1755,AMCR,American Crow,5/28/2021,2122 S 126th St,Seattle,King
2021-1757,YEWA,Yellow Warbler,5/28/2021,4429 39th Ave S,Seattle,King
2021-1758,DEJU,Dark-eyed Junco,5/28/2021,805 NE 98th St,Seattle,King
2021-1761,AMCR,American Crow,5/29/2021,5401 20th Ave NW,Seattle,King
2021-1765,DEJU,Dark-eyed Junco,5/29/2021,117 N 105th St,Seattle,King
2021-1767,CANG,Canada Goose,5/29/2021,6300 East Green Lake Wy N,Seattle,King
2021-1771,MALL,Mallard,5/29/2021,208 NE 44th St,Seattle,King
2021-1772,HOFI,House Finch,5/29/2021,710 6th Ave S,Seattle,King
2021-1775,DEJU,Dark-eyed Junco,5/29/2021,4409 S Hudson St,Seattle,King
2021-1790,EGSQ,Eastern Gray Squirrel,5/30/2021,173 Ward St,Seattle,King
2021-1799,BCCH,Black-cappped Chickadee,5/30/2021,11415 30th Place SW,Seattle,King
2021-1808,BCCH,Black-cappped Chickadee,5/31/2021,9643 60th Ave S,Seattle,King
2021-1820,EACO,Eastern Cottontail,5/31/2021,811 W Newell St,Seattle,King
2021-1824,DEMO,Deer Mouse,5/31/2021,8521 16th Ave NE,Seattle,King
2021-1825,PISI,Pine Siskin,5/31/2021,4717 53rd Ave S,Seattle,King
2021-1828,BCCH,Black-cappped Chickadee,5/31/2021,8600 Fauntleroy Pl SW,Seattle,King
2021-1829,AMCR,American Crow,6/1/2021,7443 S 116th St,Seattle,King
2021-1838,BUSH,Bushtit,6/1/2021,134 NW 144th St,Seattle,King
2021-1839,ANHU,Anna's Hummingbird,6/1/2021,9340 Watas Ave S,Seattle,King
2021-1844,AMCR,American Crow,6/1/2021,12760 4th Ave NW,Seattle,King
2021-1845,PEFA,Peregrine Falcon,6/1/2021,920 5th Ave,Seattle,King
2021-1846,RACC,Raccoon,6/1/2021,4105 51st Ave S,Seattle,King
2021-1847,RACC,Raccoon,6/1/2021,4105 51st Ave S,Seattle,King
2021-1848,RACC,Raccoon,6/1/2021,4105 51st Ave S,Seattle,King
2021-1849,RACC,Raccoon,6/1/2021,4105 51st Ave S,Seattle,King
2021-1856,STJA,Steller's Jay,6/1/2021,4310 Cheasta Blvd,Seattle,King
2021-1859,STJA,Steller's Jay,6/1/2021,7542 15th Ave NW,Seattle,King
2021-1862,BCCH,Black-cappped Chickadee,6/1/2021,10336 Lake City Way NE,Seattle,King
2021-1863,BCCH,Black-cappped Chickadee,6/1/2021,10336 Lake City Way NE,Seattle,King
2021-1864,BCCH,Black-cappped Chickadee,6/1/2021,10401 Lake City Way NE,Seattle,King
2021-1882,DEJU,Dark-eyed Junco,6/2/2021,5629 48th Ave NE,Seattle,King
2021-1884,ANHU,Anna's Hummingbird,6/2/2021,1614 7th Ave W,Seattle,King
2021-1887,DEJU,Dark-eyed Junco,6/2/2021,9643 60th Ave S,Seattle,King
2021-1888,DEJU,Dark-eyed Junco,6/2/2021,9643 60th Ave S,Seattle,King
2021-1896,AMCR,American Crow,6/2/2021,6006 6th Ave NW,Seattle,King
2021-1905,DEJU,Dark-eyed Junco,6/2/2021,1817 NE 58th St,Seattle,King
2021-1930,AMCR,American Crow,6/2/2021,10252 4th Ave SW,Seattle,King
2021-1934,AMCR,American Crow,6/3/2021,1525 Magnolia Way W,Seattle,King
2021-1940,ANHU,Anna's Hummingbird,6/3/2021,8525 Meridian Ave N,Seattle,King
2021-1950,RACC,Raccoon,6/3/2021,1620 SW Trenton St,Seattle,King
2021-1953,AMCR,American Crow,6/3/2021,2610 NE 140th St,Seattle,King
2021-1954,BCCH,Black-cappped Chickadee,6/3/2021,5342 12th Ave S,Seattle,King
2021-1964,DEJU,Dark-eyed Junco,6/3/2021,9424 20th Ave SW,Seattle,King
2021-1969,BCCH,Black-cappped Chickadee,6/4/2021,4109 Lake Washington Blvd S,Seattle,King
2021-1970,GBHE,Great Blue Heron,6/4/2021,3330 W Commodore Way,Seattle,King
2021-1972,OPUS,Virginia Opossum,6/4/2021,9904 39th Ave SW,Seattle,King
2021-1973,OPUS,Virginia Opossum,6/4/2021,9904 39th Ave SW,Seattle,King
2021-1974,OPUS,Virginia Opossum,6/4/2021,9904 39th Ave SW,Seattle,King
2021-1975,OPUS,Virginia Opossum,6/4/2021,9904 39th Ave SW,Seattle,King
2021-1976,OPUS,Virginia Opossum,6/4/2021,9904 39th Ave SW,Seattle,King
2021-1977,OPUS,Virginia Opossum,6/4/2021,9904 39th Ave SW,Seattle,King
2021-1978,OPUS,Virginia Opossum,6/4/2021,9904 39th Ave SW,Seattle,King
2021-1979,OPUS,Virginia Opossum,6/4/2021,9904 39th Ave SW,Seattle,King
2021-1980,OPUS,Virginia Opossum,6/4/2021,9904 39th Ave SW,Seattle,King
2021-1981,OPUS,Virginia Opossum,6/4/2021,9904 39th Ave SW,Seattle,King
2021-1984,PISI,Pine Siskin,6/4/2021,12555 Meridian Ave N,Seattle,King
2021-1988,AMCR,American Crow,6/4/2021,7743 35th Ave SW,Seattle,King
2021-1994,RACC,Raccoon,6/4/2021,1600 SW Trenton St,Seattle,King
2021-2003,MALL,Mallard,6/4/2021,13038 7th Ave NW,Seattle,King
2021-2005,AMCR,American Crow,6/4/2021,1901 Chelan Ln,Seattle,King
2021-2006,AMCR,American Crow,6/4/2021,2020 NE 140th St,Seattle,King
2021-2011,SOSP,Song Sparrow,6/5/2021,852 E Gwinn Pl,Seattle,King
2021-2013,AMCR,American Crow,6/5/2021,4040 Woodland Park Ave N,Seattle,King
2021-2016,SPTO,Spotted Towhee,6/5/2021,1837 Broadmoor Dr E,Seattle,King
2021-2018,AMCR,American Crow,6/5/2021,135 W Comstock St,Seattle,King
2021-2022,AMCR,American Crow,6/5/2021,7352 11th Ave NW,Seattle,King
2021-2024,AMCR,American Crow,6/5/2021,5551 SW Admiral Way,Seattle,King
2021-2028,AMCR,American Crow,6/5/2021,2038 NE 123rd St,Seattle,King
2021-2029,AMCR,American Crow,6/5/2021,3528 NE 86th St,Seattle,King
2021-2040,AMCR,American Crow,6/6/2021,12576 Corliss Ave N,Seattle,King
2021-2042,STJA,Steller's Jay,6/6/2021,1113 E Thomas St,Seattle,King
2021-2043,AMRO,American Robin,6/6/2021,12010 71st Ave S,Seattle,King
2021-2044,AMCR,American Crow,6/6/2021,2500 12th Ave W,Seattle,King
2021-2050,AMCR,American Crow,6/6/2021,9306 Lima Terrace South,Seattle,King
2021-2053,HOFI,House Finch,6/6/2021,2004 29th Ave W,Seattle,King
2021-2058,ANHU,Anna's Hummingbird,6/7/2021,4604 Meridian Ave N,Seattle,King
2021-2063,RACC,Raccoon,6/7/2021,13100 65th Ave S,Seattle,King
2021-2064,RACC,Raccoon,6/7/2021,1700 MLK Jr Wy S,Seattle,King
2021-2065,GWGU,Glaucous-winged Gull,6/7/2021,2061 15th Ave W,Seattle,King
2021-2071,AMCR,American Crow,6/7/2021,2518 34th Ave W,Seattle,King
2021-2073,RUHU,Rufous Hummingbird,6/8/2021,2563 W Viewmont Way W,Seattle,King
2021-2078,AMCR,American Crow,6/8/2021,1933 1st Ave,Seattle,King
2021-2090,ANHU,Anna's Hummingbird,6/8/2021,7130 California Ave SW,Seattle,King
2021-2091,ANHU,Anna's Hummingbird,6/8/2021,7130 California Ave SW,Seattle,King
2021-2102,AMCR,American Crow,6/9/2021,1025 NW 65th St,Seattle,King
2021-2104,BTPI,Band-tailed Pigeon,6/9/2021,14050 1st Ave NE,Seattle,King
2021-2105,AMCR,American Crow,6/9/2021,7101 62nd Ave NE Apt N222,Seattle,King
2021-2106,AMCR,American Crow,6/9/2021,12815 64th Ave S,Seattle,King
2021-2107,DEJU,Dark-eyed Junco,6/9/2021,8233 California Ave SW,Seattle,King
2021-2109,BUSH,Bushtit,6/9/2021,1734 NE 86th St,Seattle,King
2021-2110,NOFL,Northern Flicker,6/9/2021,3500 25th Ave W,Seattle,King
2021-2111,HOSP,House Sparrow,6/9/2021,125 N 36th St,Seattle,King
2021-2119,AMCR,American Crow,6/9/2021,2222 N Pacific St,Seattle,King
2021-2123,DEJU,Dark-eyed Junco,6/9/2021,506 E Howell St,Seattle,King
2021-2127,AMCR,American Crow,6/10/2021,12232 Densmore Ave N,Seattle,King
2021-2135,ROPI,Rock Pigeon,6/10/2021,312 N 67th St,Seattle,King
2021-2136,AMCR,American Crow,6/10/2021,9515 48th Ave NE,Seattle,King
2021-2138,CANG,Canada Goose,6/10/2021,860 Terry Ave N,Seattle,King
2021-2141,AMCR,American Crow,6/10/2021,8810 26th Ave NE,Seattle,King
2021-2142,NOFL,Northern Flicker,6/10/2021,150 W Blaine S,Seattle,King
2021-2145,EGSQ,Eastern Gray Squirrel,6/10/2021,8 NW 49th St,Seattle,King
2021-2146,ANHU,Anna's Hummingbird,6/10/2021,4158 46th Ave SW,Seattle,King
2021-2158,AMCR,American Crow,6/11/2021,1400 6th Ave,Seattle,King
2021-2159,NORA,Norway Rat,6/11/2021,3837 AShworth Ave N,Seattle,King
2021-2161,NOFL,Northern Flicker,6/11/2021,11538 22nd Ave NE,Seattle,King
2021-2165,EGSQ,Eastern Gray Squirrel,6/11/2021,2117 S Lucille St,Seattle,King
2021-2166,PIWO,Pileated Woodpecker,6/11/2021,8606 Fauntleroy Wy SW,Seattle,King
2021-2173,AMCR,American Crow,6/11/2021,5350 Tallman Ave NW,Seattle,King
2021-2177,NOFL,Northern Flicker,6/12/2021,8651 Wabash Ave S,Seattle,King
2021-2182,ANHU,Anna's Hummingbird,6/12/2021,8316 41st Ave SW,Seattle,King
2021-2185,AMCR,American Crow,6/12/2021,701 2nd Ave,Seattle,King
2021-2197,PEFA,Peregrine Falcon,6/12/2021,808 Post Ave,Seattle,King
2021-2205,AMCR,American Crow,6/12/2021,2522 NE 120th St,Seattle,King
2021-2220,AMCR,American Crow,6/13/2021,2800 NW 61st St,Seattle,King
2021-2224,NOFL,Northern Flicker,6/13/2021,6730 Mary Ave NW,Seattle,King
2021-2237,OPUS,Virginia Opossum,6/14/2021,923 N 102nd St,Seattle,King
2021-2238,ANHU,Anna's Hummingbird,6/14/2021,362 Boston St,Seattle,King
2021-2239,WODU,Wood Duck,6/14/2021,2052 Boyer Ave E,Seattle,King
2021-2240,WODU,Wood Duck,6/14/2021,2052 Boyer Ave E,Seattle,King
2021-2251,PEFA,Peregrine Falcon,6/14/2021,4100 W Marginal Wy,Seattle,King
2021-2255,CBCH,Chesnut-backed Chickadee,6/14/2021,5500 Phinney Ave N,Seattle,King
2021-2256,AMCR,American Crow,6/14/2021,8623 Palatine Ave N,Seattle,King
2021-2259,AMCR,American Crow,6/14/2021,921 N 105th St,Seattle,King
2021-2267,TOCH,Townsend's Chipmunk,6/15/2021,3208 W Fort St,Seattle,King
2021-2268,EACO,Eastern Cottontail,6/15/2021,950 NW Carkeek Park Rd,Seattle,King
2021-2280,GBHE,Great Blue Heron,6/15/2021,5701 22nd Ave NW,Seattle,King
2021-2283,NOFL,Northern Flicker,6/15/2021,7707 Mary Ave NW,Seattle,King
2021-2287,EGSQ,Eastern Gray Squirrel,6/15/2021,308 E Republican St,Seattle,King
2021-2289,ANHU,Anna's Hummingbird,6/15/2021,8616 Linden Ave N,Seattle,King
2021-2290,HOSP,House Sparrow,6/15/2021,1505 West Lake Ave,Seattle,King
2021-2292,AMCR,American Crow,6/15/2021,12000 Greenwood Ave N,Seattle,King
2021-2305,AMCR,American Crow,6/16/2021,10757 3rd Ave NW,Seattle,King
2021-2307,HOSP,House Sparrow,6/16/2021,6038 4th Ave NE,Seattle,King
2021-2308,HOSP,House Sparrow,6/16/2021,6038 4th Ave NE,Seattle,King
2021-2309,HOSP,House Sparrow,6/16/2021,6038 4th Ave NE,Seattle,King
2021-2319,DEJU,Dark-eyed Junco,6/16/2021,14003 32nd Ave NE aptG,Seattle,King
2021-2324,WODU,Wood Duck,6/16/2021,2505 Boyer Ave E,Seattle,King
2021-2335,AMCR,American Crow,6/17/2021,901 12th Ave,Seattle,King
2021-2336,PEFA,Peregrine Falcon,6/17/2021,1618 E Calhoun St,Seattle,King
2021-2339,AMCR,American Crow,6/17/2021,1417 NE 55th St,Seattle,King
2021-2347,NOFL,Northern Flicker,6/17/2021,7007 42nd Ave NE,Seattle,King
2021-2351,NOFL,Northern Flicker,6/17/2021,411 N 63rd St.,Seattle,King
2021-2352,EGSQ,Eastern Gray Squirrel,6/17/2021,7443 39th Ave S,Seattle,King
2021-2356,DEJU,Dark-eyed Junco,6/18/2021,14020 Meridian Ave N,Seattle,King
2021-2360,GWGU,Glaucous-winged Gull,6/18/2021,75 S Main St #311,Seattle,King
2021-2362,RACC,Raccoon,6/18/2021,8600 S Island Dr,Seattle,King
2021-2363,AMCR,American Crow,6/18/2021,2126 2nd Ave,Seattle,King
2021-2364,GWGU,Glaucous-winged Gull,6/18/2021,1100 Alaskan Way,Seattle,King
2021-2366,ANHU,Anna's Hummingbird,6/18/2021,7728 20th Ave NE,Seattle,King
2021-2367,BRCR,Brown Creeper,6/18/2021,3912 SW Austin St.,Seattle,King
2021-2368,DEJU,Dark-eyed Junco,6/18/2021,155N. 145th St,Seattle,King
2021-2369,TOCH,Townsend's Chipmunk,6/18/2021,7714 Earl Ave NE,Seattle,King
2021-2372,DEJU,Dark-eyed Junco,6/18/2021,10217 42nd Ave SW,Seattle,King
2021-2377,MALL,Mallard,6/19/2021,14401 Greenwood Ave N,Seattle,King
2021-2380,NOFL,Northern Flicker,6/19/2021,6127 NE Keswick Dr,Seattle,King
2021-2381,EACO,Eastern Cottontail,6/19/2021,5424 Ballard Ave NW,Seattle,King
2021-2394,VGSW,Violet-green Swallow,6/20/2021,520 N 45th St apt8,Seattle,King
2021-2396,AMCR,American Crow,6/20/2021,2133 NW 99th St,Seattle,King
2021-2405,AMCR,American Crow,6/20/2021,7001 24th Ave NW,Seattle,King
2021-2414,BEWR,Bewick's Wren,6/21/2021,4448 S Frontenac St,Seattle,King
2021-2415,BEWR,Bewick's Wren,6/21/2021,4448 S Frontenac St,Seattle,King
2021-2416,AMCR,American Crow,6/21/2021,2015 W Dravus St,Seattle,King
2021-2419,VGSW,Violet-green Swallow,6/21/2021,5030 Delridge Way SW Unit A,Seattle,King
2021-2423,DEJU,Dark-eyed Junco,6/21/2021,806 30th Ave,Seattle,King
2021-2424,SOSP,Song Sparrow,6/21/2021,7118 55th Ave S,Seattle,King
2021-2428,NOFL,Northern Flicker,6/21/2021,1320 NE 68th St,Seattle,King
2021-2432,MALL,Mallard,6/21/2021,1414 NE 42nd St,Seattle,King
2021-2433,MALL,Mallard,6/21/2021,1414 NE 42nd St,Seattle,King
2021-2434,MALL,Mallard,6/21/2021,1414 NE 42nd St,Seattle,King
2021-2435,MALL,Mallard,6/21/2021,1414 NE 42nd St,Seattle,King
2021-2437,SPTO,Spotted Towhee,6/22/2021,1123 NE 135th,Seattle,King
2021-2445,AMCR,American Crow,6/22/2021,10739 Palatine Ave N,Seattle,King
2021-2446,DEJU,Dark-eyed Junco,6/22/2021,756 John St.,Seattle,King
2021-2462,PEFA,Peregrine Falcon,6/23/2021,2608 Boyer Ave E,Seattle,King
2021-2465,ANHU,Anna's Hummingbird,6/23/2021,10644 2nd Pl SW,Seattle,King
2021-2475,DEJU,Dark-eyed Junco,6/23/2021,9000 8th Ave SW,Seattle,King
2021-2476,DEJU,Dark-eyed Junco,6/23/2021,9000 8th Ave SW,Seattle,King
2021-2477,HOFI,House Finch,6/23/2021,806 N 42nd ST,Seattle,King
2021-2483,NOFL,Northern Flicker,6/23/2021,11233 Marine View Dr SW,Seattle,King
2021-2485,RACC,Raccoon,6/23/2021,604 11th Ave E.,Seattle,King
2021-2489,SPTO,Spotted Towhee,6/24/2021,10600 10th Pl NE,Seattle,King
2021-2491,BUSH,Bushtit,6/24/2021,3733 47th Pl NE,Seattle,King
2021-2493,GWGU,Glaucous-winged Gull,6/24/2021,2665 Alki Ave SW,Seattle,King
2021-2501,GBHE,Great Blue Heron,6/24/2021,3500 Lake WA Blvd S,Seattle,King
2021-2502,AMCR,American Crow,6/24/2021,201 5th Ave,Seattle,King
