Patient ID,Species,Common Name,Admission Date,Location Found,City Found,County Found
2021-0099,AMWI,American Wigeon,1/13/2021,4510 39th Ave S,Seattle,King
2021-0100,COHA,Cooper's Hawk,1/13/2021,1413 NW 64th St,Seattle,King
2021-0102,BEWR,Bewick's Wren,1/13/2021,9257 View Ave NW,Seattle,King
2021-0104,VATH,Varied Thrush,1/14/2021,5011 Latona Ave NE,Seattle,King
2021-0105,ROPI,Rock Pigeon,1/14/2021,420 Wall Street,Seattle,King
2021-0106,COHA,Cooper's Hawk,1/14/2021,11527 35th Ave NE,Seattle,King
2021-0107,PISI,Pine Siskin,1/14/2021,3033 NW 62nd St,Seattle,King
2021-0109,ROPI,Rock Pigeon,1/14/2021,526 S Jackson St,Seattle,King
2021-0110,CANG,Canada Goose,1/14/2021,3501 NE 41st St,Seattle,King
2021-0112,EACO,Eastern Cottontail,1/14/2021,2604 NE 72nd St,Seattle,King
2021-0115,NOFL,Northern Flicker,1/15/2021,4205 E Highland Dr,Seattle,King
2021-0118,PISI,Pine Siskin,1/15/2021,3720 SW 100th St,Seattle,King
2021-0121,HOFI,House Finch,1/15/2021,2621 Nob Hill Ave N,Seattle,King
2021-0125,AMRO,American Robin,1/16/2021,14321 Interlake Ave N,Seattle,King
2021-0126,RTHA,Red-tailed Hawk,1/16/2021,5518 3rd Ave NW,Seattle,King
2021-0133,NORA,Norway Rat,1/16/2021,1127 24th Ave S,Seattle,King
2021-0134,EGSQ,Eastern Gray Squirrel,1/16/2021,4260 Woodland Park Ave N,Seattle,King
2021-0138,PISI,Pine Siskin,1/17/2021,506 NW 70th St,Seattle,King
2021-0140,EGSQ,Eastern Gray Squirrel,1/17/2021,145 NW 83rd St,Seattle,King
2021-0147,ROPI,Rock Pigeon,1/20/2021,3122 NE 84th St,Seattle,King
2021-0149,RACC,Raccoon,1/20/2021,7302 33rd Ave NE,Seattle,King
2021-0150,NOFL,Northern Flicker,1/20/2021,1871 40th Ave E,Seattle,King
2021-0154,EACO,Eastern Cottontail,1/21/2021,303 Boston St,Seattle,King
2021-0155,WCSP,White-crowned Sparrow,1/21/2021,The Burke Gillman Trail,Seattle,King
2021-0162,PISI,Pine Siskin,1/22/2021,13750 Densmore Ave N,Seattle,King
2021-0165,GWGU,Glaucous-winged Gull,1/23/2021,801 N 34th St,Seattle,King
2021-0166,AMCR,American Crow,1/23/2021,8500 15th Ave NW,Seattle,King
2021-0167,ROPI,Rock Pigeon,1/23/2021,2600 3rd Ave Suite B,Seattle,King
2021-0168,PISI,Pine Siskin,1/24/2021,1905 E Fir St,Seattle,King
2021-0176,EACO,Eastern Cottontail,1/25/2021,8628 Fauntlee Crest SW,Seattle,King
2021-0179,GWGU,Glaucous-winged Gull,1/25/2021,111 S River St,Seattle,King
2021-0181,PISI,Pine Siskin,1/25/2021,5007 43rd Ave S,Seattle,King
2021-0186,GWGU,Glaucous-winged Gull,1/26/2021,13280 Linden Ave N,Seattle,King
2021-0188,EGSQ,Eastern Gray Squirrel,1/26/2021,216 Martin Luther King Jr Wy E,Seattle,King
2021-0189,EACO,Eastern Cottontail,1/26/2021,2527 1st Ave N,Seattle,King
2021-0190,AMRO,American Robin,1/26/2021,2607 NW 60th St,Seattle,King
2021-0193,ROPI,Rock Pigeon,1/27/2021,7750 12th Ave SW,Seattle,King
2021-0195,ANHU,Anna's Hummingbird,1/27/2021,6009 6th Ave NE,Seattle,King
2021-0198,COHA,Cooper's Hawk,1/27/2021,1291 Elford Dr,Seattle,King
2021-0200,EGSQ,Eastern Gray Squirrel,1/28/2021,1816 17th Ave,Seattle,King
2021-0204,ROPI,Rock Pigeon,1/28/2021,1907 3rd Ave,Seattle,King
2021-0205,GWGU,Glaucous-winged Gull,1/28/2021,2462 1st Ave S,Seattle,King
2021-0206,EACO,Eastern Cottontail,1/28/2021,7739 44th Ave NE,Seattle,King
2021-0207,ANHU,Anna's Hummingbird,1/28/2021,4701 11th Ave NE,Seattle,King
2021-0208,ROPI,Rock Pigeon,1/28/2021,1040 E Union St,Seattle,King
2021-0209,GWGU,Glaucous-winged Gull,1/28/2021,1139 NW Market St,Seattle,King
2021-0210,NOFL,Northern Flicker,1/29/2021,1421 Elliott Ave W,Seattle,King
2021-0211,OPUS,Virginia Opossum,1/29/2021,6528 10th Ave NW,Seattle,King
2021-0212,EGSQ,Eastern Gray Squirrel,1/29/2021,6231 Lake Shore Drive S,Seattle,King
2021-0214,PISI,Pine Siskin,1/29/2021,11038 2nd Ave NW,Seattle,King
2021-0215,EACO,Eastern Cottontail,1/30/2021,11040 Riviera Pl NE,Seattle,King
2021-0216,ROPI,Rock Pigeon,1/30/2021,1718 Melrose Ave Apt 301,Seattle,King
2021-0221,ANHU,Anna's Hummingbird,1/31/2021,1455 20th Ave,Seattle,King
2021-0225,STJA,Steller's Jay,1/31/2021,401 31st Ave S,Seattle,King
2021-0226,RESL,Red-eared Slider,1/31/2021,5018 Lake Washington Blvd S,Seattle,King
2021-0229,CEDW,Cedar Waxwing,2/1/2021,75 E Linn St,Seattle,King
2021-0231,PISI,Pine Siskin,2/1/2021,120 NW 84th St,Seattle,King
2021-0235,ROPI,Rock Pigeon,2/1/2021,325 9th Ave,Seattle,King
2021-0236,AMRO,American Robin,2/2/2021,1322 N 122nd St,Seattle,King
2021-0238,NORA,Norway Rat,2/2/2021,206 3rd Ave S,Seattle,King
2021-0239,ROPI,Rock Pigeon,2/2/2021,802 NE 125th St,Seattle,King
2021-0244,RACC,Raccoon,2/3/2021,400 NE Maple Leaf Pl,Seattle,King
2021-0249,GWGU,Glaucous-winged Gull,2/4/2021,5221 Ballard Ave NW,Seattle,King
2021-0250,GWGU,Glaucous-winged Gull,2/4/2021,8028 42nd Ave NE,Seattle,King
2021-0252,EACO,Eastern Cottontail,2/4/2021,1106 N 80th St,Seattle,King
2021-0255,EGSQ,Eastern Gray Squirrel,2/4/2021,9519 40th Ave NE,Seattle,King
2021-0258,ROPI,Rock Pigeon,2/5/2021,4225 11th Ave NE Apt #106,Seattle,King
2021-0260,GWGU,Glaucous-winged Gull,2/5/2021,8421 Greenwood Ave N,Seattle,King
2021-0274,EACO,Eastern Cottontail,2/7/2021,5520 Ravenna Ave NE,Seattle,King
2021-0276,RACC,Raccoon,2/7/2021,2518 34th Ave W,Seattle,King
2021-0279,AMCO,American Coot,2/8/2021,8500 5th Ave NE,Seattle,King
2021-0283,PISI,Pine Siskin,2/9/2021,5056 48th Ave SW,Seattle,King
2021-0285,AMRO,American Robin,2/9/2021,8423 Tillicum Rd SW,Seattle,King
2021-0286,BADO,Barred Owl,2/9/2021,1101 Airport Way S,Seattle,King
2021-0287,AMCR,American Crow,2/9/2021,10426 40th Ave SW,Seattle,King
2021-0288,ROPI,Rock Pigeon,2/9/2021,1020 Seneca St,Seattle,King
2021-0293,NOFL,Northern Flicker,2/10/2021,3245 44th Ave SW,Seattle,King
2021-0295,PISI,Pine Siskin,2/10/2021,408 N 143rd St,Seattle,King
2021-0299,EACO,Eastern Cottontail,2/12/2021,7318 21st Ave NW,Seattle,King
2021-0303,EACO,Eastern Cottontail,2/12/2021,4800 Sand Point Way NE,Seattle,King
2021-0314,EACO,Eastern Cottontail,2/14/2021,3610 NE 123rd,Seattle,King
2021-0315,ROPI,Rock Pigeon,2/15/2021,1555 NW Market St,Seattle,King
2021-0321,VATH,Varied Thrush,2/15/2021,5059 SW Admiral Way,Seattle,King
2021-0324,EACO,Eastern Cottontail,2/15/2021,10019 Wallingford Ave N,Seattle,King
2021-0330,RACC,Raccoon,2/16/2021,1303 S Judkins St,Seattle,King
2021-0335,VATH,Varied Thrush,2/17/2021,9000 8th Ave SW,Seattle,King
2021-0337,PUFI,Purple Finch,2/17/2021,11739 15th Ave NE,Seattle,King
2021-0342,EACO,Eastern Cottontail,2/18/2021,10024 65th Ave S,Seattle,King
2021-0348,DEJU,Dark-eyed Junco,2/18/2021,8308 22nd Ave NW,Seattle,King
2021-0351,EGSQ,Eastern Gray Squirrel,2/19/2021,3801 Discovery Park Blvd,Seattle,King
2021-0361,ROPI,Rock Pigeon,2/20/2021,1600 E Madison St,Seattle,King
2021-0364,RACC,Raccoon,2/20/2021,2061 15th Ave W,Seattle,King
2021-0365,NORA,Norway Rat,2/20/2021,4220 E Lynn St,Seattle,King
2021-0366,GWGU,Glaucous-winged Gull,2/21/2021,1400 6th Ave,Seattle,King
2021-0369,AMCR,American Crow,2/21/2021,Harrison St & Fairview Ave N,Seattle,King
2021-0371,ROPI,Rock Pigeon,2/21/2021,808 E Allison St,Seattle,King
2021-0379,CASJ,California Scrub-jay,2/23/2021,1317 NE 63rd St,Seattle,King
2021-0383,PISI,Pine Siskin,2/23/2021,4623 S Orcas St,Seattle,King
2021-0384,PISI,Pine Siskin,2/23/2021,1713 NE 92nd St,Seattle,King
2021-0394,CEDW,Cedar Waxwing,2/24/2021,2645 W Crockett St,Seattle,King
2021-0395,EACO,Eastern Cottontail,2/24/2021,5029 36th Ave NE,Seattle,King
2021-0397,EACO,Eastern Cottontail,2/24/2021,14207 Lake City Way NE,Seattle,King
2021-0398,PISI,Pine Siskin,2/24/2021,2120 W Barrett St,Seattle,King
2021-0400,GWGU,Glaucous-winged Gull,2/25/2021,206 SW Michigan St,Seattle,King
2021-0401,BAEA,Bald Eagle,2/25/2021,1222 Harbor Ave SW,Seattle,King
2021-0402,EACO,Eastern Cottontail,2/26/2021,2701 2nd Ave N,Seattle,King
2021-0403,SOSP,Song Sparrow,2/26/2021,346 25th Ave,Seattle,King
2021-0405,EACO,Eastern Cottontail,2/26/2021,3047 NE 87th St,Seattle,King
2021-0410,EACO,Eastern Cottontail,2/27/2021,1601 Martin Luther King Jr Wy,Seattle,King
2021-0411,NORA,Norway Rat,2/27/2021,2800 E Marion St,Seattle,King
2021-0417,CANG,Canada Goose,2/28/2021,8498 Seaview Pl NW,Seattle,King
2021-0418,NORA,Norway Rat,3/1/2021,3837 Ashworth Ave N,Seattle,King
2021-0419,RBNU,Red-breasted Nuthatch,3/1/2021,1511 NE 92nd St,Seattle,King
2021-0420,AMCR,American Crow,3/1/2021,20 Mercer St Ste A,Seattle,King
2021-0435,HOFI,House Finch,3/2/2021,5001 S 114th St,Seattle,King
2021-0437,CANG,Canada Goose,3/2/2021,3501 NE 41st St,Seattle,King
2021-0438,HOSP,House Sparrow,3/3/2021,5600 Martin Luther King Jr Way,Seattle,King
2021-0442,EACO,Eastern Cottontail,3/4/2021,900 N 34th St,Seattle,King
2021-0443,BEAV,Beaver,3/4/2021,Seward Park,Seattle,King
2021-0448,EACO,Eastern Cottontail,3/6/2021,219 Terry Ave N,Seattle,King
2021-0453,PISI,Pine Siskin,3/7/2021,2346 33rd Ave S,Seattle,King
2021-0454,AMCR,American Crow,3/7/2021,329 NE 51st St,Seattle,King
2021-0462,ANHU,Anna's Hummingbird,3/9/2021,3925 Adams Lane NE,Seattle,King
2021-0463,RACC,Raccoon,3/9/2021,2301 NE Blakeley St,Seattle,King
2021-0466,RACC,Raccoon,3/9/2021,5809 7th Ave NW,Seattle,King
2021-0468,NORA,Norway Rat,3/10/2021,152 15th Ave,Seattle,King
2021-0470,DEJU,Dark-eyed Junco,3/10/2021,2315 E Thomas St,Seattle,King
2021-0472,YUMY,Yuma Myotis,3/10/2021,5242 South Farrar St,Seattle,King
2021-0473,EACO,Eastern Cottontail,3/10/2021,4216 29th Ave W,Seattle,King
2021-0475,RACC,Raccoon,3/11/2021,11057 40th Ave NE,Seattle,King
2021-0481,GWGUXWEGU,Glaucous-winged Gull/ Western Gull Hybrid,3/12/2021,226th 1st Ave N,Seattle,King
2021-0483,MERL,Merlin,3/12/2021,3058 NE 103rd St,Seattle,King
2021-0486,ANHU,Anna's Hummingbird,3/12/2021,17536 12th Ave NE,Seattle,King
2021-0488,PISI,Pine Siskin,3/12/2021,13316 Corliss Ave N,Seattle,King
2021-0489,SOSP,Song Sparrow,3/13/2021,14031 26th Ave NE,Seattle,King
2021-0490,AMCR,American Crow,3/13/2021,6839 34th Ave NE,Seattle,King
2021-0493,ROPI,Rock Pigeon,3/13/2021,952 N 80thSt,Seattle,King
2021-0494,EACO,Eastern Cottontail,3/13/2021,684 W Olympic Pl,Seattle,King
2021-0504,FOSP,Fox Sparrow,3/15/2021,10233 Valmay Ave NW,Seattle,King
2021-0508,ROPI,Rock Pigeon,3/16/2021,14320 Aurora Ave N,Seattle,King
2021-0510,AMRO,American Robin,3/16/2021,6350 E Greenlake Way N,Seattle,King
2021-0512,AMCR,American Crow,3/16/2021,4706 8th Ave NE,Seattle,King
2021-0513,RACC,Raccoon,3/16/2021,103 W Raye St,Seattle,King
2021-0515,ROPI,Rock Pigeon,3/17/2021,908 Jefferson St,Seattle,King
2021-0516,ROPI,Rock Pigeon,3/17/2021,3109 Avalon Way SW,Seattle,King
2021-0519,YUMY,Yuma Myotis,3/17/2021,2300 Arboretum Dr E,Seattle,King
2021-0523,SOSP,Song Sparrow,3/17/2021,8102 7th Ave SW,Seattle,King
2021-0525,EACO,Eastern Cottontail,3/18/2021,7311 23rd Ave NE,Seattle,King
2021-0526,ROPI,Rock Pigeon,3/18/2021,2014 4th Ave,Seattle,King
2021-0529,EACO,Eastern Cottontail,3/19/2021,133210 28th Ave NE,Seattle,King
2021-0531,AMCR,American Crow,3/19/2021,1702 N 46th St,Seattle,King
2021-0534,ROPI,Rock Pigeon,3/19/2021,601 Queen Anne Ave N,Seattle,King
2021-0535,CANG,Canada Goose,3/20/2021,1307 NE Boat St,Seattle,King
2021-0538,ROPI,Rock Pigeon,3/20/2021,414 5th Ave NE,Seattle,King
2021-0543,EACO,Eastern Cottontail,3/22/2021,1200 S Dearborn,Seattle,King
2021-0544,EGSQ,Eastern Gray Squirrel,3/22/2021,6521 37th Ave NE,Seattle,King
2021-0545,EACO,Eastern Cottontail,3/22/2021,6825 Weedin Pl NE Unit B,Seattle,King
2021-0546,HOMO,House Mouse,3/22/2021,109 Eastlake Ave E,Seattle,King
2021-0547,HOMO,House Mouse,3/22/2021,109 Eastlake Ave E,Seattle,King
2021-0548,HOMO,House Mouse,3/22/2021,109 Eastlake Ave E,Seattle,King
2021-0549,HOMO,House Mouse,3/22/2021,109 Eastlake Ave E,Seattle,King
2021-0550,HOMO,House Mouse,3/22/2021,109 Eastlake Ave E,Seattle,King
2021-0551,HOMO,House Mouse,3/22/2021,109 Eastlake Ave E,Seattle,King
2021-0552,HOMO,House Mouse,3/22/2021,109 Eastlake Ave E,Seattle,King
2021-0553,HOMO,House Mouse,3/22/2021,109 Eastlake Ave E,Seattle,King
2021-0554,HOMO,House Mouse,3/22/2021,109 Eastlake Ave E,Seattle,King
2021-0555,HOMO,House Mouse,3/22/2021,109 Eastlake Ave E,Seattle,King
2021-0556,HOMO,House Mouse,3/22/2021,109 Eastlake Ave E,Seattle,King
2021-0559,EACO,Eastern Cottontail,3/23/2021,604 7th Ave S,Seattle,King
2021-0560,VATH,Varied Thrush,3/23/2021,6053 7th Ave NW,Seattle,King
2021-0563,ANHU,Anna's Hummingbird,3/24/2021,4222 Greenwood Ave N,Seattle,King
2021-0577,ROPI,Rock Pigeon,3/24/2021,3119 S Walden,Seattle,King
2021-0578,RUHU,Rufous Hummingbird,3/24/2021,703 34th Ave,Seattle,King
2021-0582,GWGU,Glaucous-winged Gull,3/25/2021,4300 11th Ave NW,Seattle,King
2021-0588,PAWR,Pacific Wren,3/26/2021,849 NE 130th St,Seattle,King
2021-0592,ROPI,Rock Pigeon,3/26/2021,815 Airport Way,Seattle,King
2021-0593,MALL,Mallard,3/26/2021,15503 Meridian Ave N,Seattle,King
2021-0594,EGSQ,Eastern Gray Squirrel,3/26/2021,4645 14th Ave S,Seattle,King
2021-0603,RACC,Raccoon,3/27/2021,8602 34th Ave S,Seattle,King
2021-0611,EACO,Eastern Cottontail,3/29/2021,11546 Sand Point Way,Seattle,King
2021-0612,AMCR,American Crow,3/29/2021,3881 16th Ave SW,Seattle,King
2021-0619,MALL,Mallard,3/30/2021,3315 S 116th St,Seattle,King
2021-0620,EGSQ,Eastern Gray Squirrel,3/30/2021,828 21st Ave,Seattle,King
2021-0623,EACO,Eastern Cottontail,3/31/2021,1573 S Snoqualmie St,Seattle,King
2021-0624,GWGU,Glaucous-winged Gull,3/31/2021,852 Rainier Ave S,Seattle,King
2021-0627,AMRO,American Robin,3/31/2021,6638 57th Ave NE,Seattle,King
2021-0628,MALL,Mallard,3/31/2021,Magnuson Park,Seattle,King
2021-0629,MERL,Merlin,4/1/2021,8614 10th Ave SW,Seattle,King
2021-0635,EACO,Eastern Cottontail,4/2/2021,1746 NE 136th St,Seattle,King
2021-0637,ANHU,Anna's Hummingbird,4/2/2021,64 NW 44th St,Seattle,King
2021-0638,ANHU,Anna's Hummingbird,4/2/2021,64 NW 44th St,Seattle,King
2021-0641,NOFL,Northern Flicker,4/3/2021,9012 5th Ave NE,Seattle,King
2021-0650,SOSP,Song Sparrow,4/3/2021,1600 S Lane St,Seattle,King
2021-0652,AMRO,American Robin,4/4/2021,1700 15th Ave,Seattle,King
2021-0654,OCWA,Orange-crowned Warbler,4/4/2021,848 NW 64th St,Seattle,King
2021-0655,MALL,Mallard,4/5/2021,10764 Riviera Pl NE,Seattle,King
2021-0657,PISI,Pine Siskin,4/5/2021,806 N 42nd St,Seattle,King
2021-0663,MALL,Mallard,4/6/2021,10204 35th Ave SW,Seattle,King
2021-0664,MALL,Mallard,4/6/2021,10204 35th Ave SW,Seattle,King
2021-0665,MALL,Mallard,4/6/2021,10204 35th Ave SW,Seattle,King
2021-0666,MALL,Mallard,4/6/2021,10204 35th Ave SW,Seattle,King
2021-0667,MALL,Mallard,4/6/2021,10204 35th Ave SW,Seattle,King
2021-0668,MALL,Mallard,4/6/2021,10204 35th Ave SW,Seattle,King
2021-0669,MALL,Mallard,4/6/2021,10204 35th Ave SW,Seattle,King
2021-0670,MALL,Mallard,4/6/2021,10204 35th Ave SW,Seattle,King
2021-0671,MALL,Mallard,4/6/2021,10204 35th Ave SW,Seattle,King
2021-0672,MALL,Mallard,4/6/2021,10204 35th Ave SW,Seattle,King
2021-0673,MALL,Mallard,4/6/2021,10204 35th Ave SW,Seattle,King
2021-0677,AMCR,American Crow,4/6/2021,8019 18th Ave NE,Seattle,King
2021-0683,NOFL,Northern Flicker,4/6/2021,11022 18th Ave SW,Seattle,King
2021-0685,OPUS,Virginia Opossum,4/7/2021,8514 6th Ave NW,Seattle,King
2021-0686,OPUS,Virginia Opossum,4/7/2021,8514 6th Ave NW,Seattle,King
2021-0687,OPUS,Virginia Opossum,4/7/2021,8514 6th Ave NW,Seattle,King
2021-0688,OPUS,Virginia Opossum,4/7/2021,8514 6th Ave NW,Seattle,King
2021-0689,OPUS,Virginia Opossum,4/7/2021,8514 6th Ave NW,Seattle,King
2021-0690,OPUS,Virginia Opossum,4/7/2021,364 NW 86th St,Seattle,King
2021-0691,OPUS,Virginia Opossum,4/7/2021,8514 6th Ave NW,Seattle,King
2021-0693,EACO,Eastern Cottontail,4/7/2021,4642 Eastern Ave N,Seattle,King
2021-0694,AMCR,American Crow,4/7/2021,4545 8th Ave NE Apt 101,Seattle,King
2021-0695,AMCR,American Crow,4/7/2021,3351 W Commodore Way,Seattle,King
2021-0698,MALL,Mallard,4/8/2021,11025 Crestwood Dr S,Seattle,King
2021-0699,ANHU,Anna's Hummingbird,4/8/2021,8411 48th Ave S,Seattle,King
2021-0700,EACO,Eastern Cottontail,4/8/2021,8728 18th Ave NW,Seattle,King
2021-0704,AMCR,American Crow,4/9/2021,10215 Greenwood Ave N.,Seattle,King
2021-0706,BADO,Barred Owl,4/9/2021,980 NW Elford Dr,Seattle,King
2021-0707,ANHU,Anna's Hummingbird,4/9/2021,303 16th Ave E,Seattle,King
2021-0713,AMCR,American Crow,4/10/2021,508 N 36th St,Seattle,King
2021-0715,ANHU,Anna's Hummingbird,4/10/2021,323 18th Ave,Seattle,King
2021-0716,CANG,Canada Goose,4/10/2021,3800 Montlake Blvd NE,Seattle,King
2021-0721,GWGU,Glaucous-winged Gull,4/11/2021,4047 25th Ave W,Seattle,King
2021-0736,HOSP,House Sparrow,4/12/2021,180 Nickerson St,Seattle,King
2021-0741,RCKI,Ruby-crowned Kinglet,4/12/2021,3040 NW 66th St,Seattle,King
2021-0748,AMCR,American Crow,4/14/2021,11226 Cornell Ave S,Seattle,King
2021-0751,ANHU,Anna's Hummingbird,4/14/2021,824 NW 46th St,Seattle,King
2021-0752,GBHE,Great Blue Heron,4/14/2021,2300 S Warsaw St,Seattle,King
2021-0755,FOSP,Fox Sparrow,4/15/2021,600 SW Kenyon St,Seattle,King
2021-0756,ANHU,Anna's Hummingbird,4/15/2021,6431 Radford Dr NE Apt 124,Seattle,King
2021-0757,DEJU,Dark-eyed Junco,4/15/2021,201 Newell St,Seattle,King
2021-0758,OPUS,Virginia Opossum,4/15/2021,319 NW 77th St,Seattle,King
2021-0759,YUMY,Yuma Myotis,4/15/2021,7201 East Green Lake Dr N,Seattle,King
2021-0763,MALL,Mallard,4/16/2021,4455 Shilshole Ave NW,Seattle,King
2021-0764,AMCR,American Crow,4/16/2021,401 NE Northgate Way,Seattle,King
2021-0765,RACC,Raccoon,4/16/2021,1075 Lake Washington Blvd,Seattle,King
2021-0766,RACC,Raccoon,4/16/2021,4000 NE 110th St,Seattle,King
2021-0779,MALL,Mallard,4/18/2021,200 10th Ave E,Seattle,King
2021-0782,PISI,Pine Siskin,4/18/2021,9403 6th Ave SW,Seattle,King
2021-0802,ANHU,Anna's Hummingbird,4/19/2021,1524 Magnolia Way W,Seattle,King
2021-0806,COHA,Cooper's Hawk,4/20/2021,4300 Cheasty Blvd S,Seattle,King
2021-0814,WCSP,White-crowned Sparrow,4/20/2021,500 3rd Ave W,Seattle,King
2021-0819,AMRO,American Robin,4/21/2021,9917 15th Ave NW,Seattle,King
2021-0821,OPUS,Virginia Opossum,4/21/2021,362 Cherry St,Seattle,King
2021-0831,AMRO,American Robin,4/21/2021,747 Broadway,Seattle,King
2021-0832,HOFI,House Finch,4/21/2021,7534 23rd Ave NW,Seattle,King
2021-0834,EGSQ,Eastern Gray Squirrel,4/22/2021,906 1st Ave W,Seattle,King
2021-0837,ANHU,Anna's Hummingbird,4/22/2021,4507 Phinney Ave N,Seattle,King
2021-0847,AMRO,American Robin,4/22/2021,641 NW 79th St,Seattle,King
2021-0854,AMRO,American Robin,4/22/2021,8498 Seaview Pl NW,Seattle,King
2021-0856,ANHU,Anna's Hummingbird,4/23/2021,1508 Arboretum Pl E,Seattle,King
2021-0866,DEJU,Dark-eyed Junco,4/23/2021,117 N 105th St,Seattle,King
2021-0867,NORA,Norway Rat,4/23/2021,1435 E John St,Seattle,King
2021-0869,ANHU,Anna's Hummingbird,4/23/2021,13735 2nd Ave NW,Seattle,King
2021-0873,AMCR,American Crow,4/23/2021,14419 Greenwood Ave N,Seattle,King
2021-0876,HOFI,House Finch,4/23/2021,8058 10th Ave NW,Seattle,King
2021-0881,PISI,Pine Siskin,4/24/2021,8524 Latona Ave NE,Seattle,King
2021-0882,DEJU,Dark-eyed Junco,4/24/2021,1190 Thomas St,Seattle,King
2021-0885,BADO,Barred Owl,4/25/2021,534 15th Ave E,Seattle,King
2021-0893,BBBA,Big Brown Bat,4/25/2021,900 N 73rd St,Seattle,King
2021-0896,CANG,Canada Goose,4/25/2021,2818 Boyer Ave E #7,Seattle,King
2021-0897,COHA,Cooper's Hawk,4/25/2021,1801 41st Ave E,Seattle,King
2021-0901,ANHU,Anna's Hummingbird,4/26/2021,2301 Lynn St #104,Seattle,King
2021-0915,ANHU,Anna's Hummingbird,4/26/2021,8003 Sand Point Way NE,Seattle,King
2021-0922,EUST,European Starling,4/26/2021,8102 7th Ave SW,Seattle,King
2021-0924,PISI,Pine Siskin,4/26/2021,10238 59th Ave S,Seattle,King
2021-0926,EACO,Eastern Cottontail,4/27/2021,3801 Brooklyn Ave NE,Seattle,King
2021-0938,WISN,Wilson's Snipe,4/28/2021,6211 Brooklyn Ave NE,Seattle,King
2021-0951,AMRO,American Robin,4/28/2021,1707 27th St,Seattle,King
2021-0952,HOSP,House Sparrow,4/29/2021,8752 2nd Ave NW,Seattle,King
2021-0953,HOFI,House Finch,4/29/2021,10035 38th Ave NE,Seattle,King
2021-0955,DEJU,Dark-eyed Junco,4/29/2021,4416 48th Ave SW,Seattle,King
2021-0956,DEJU,Dark-eyed Junco,4/29/2021,4416 48th Ave SW,Seattle,King
2021-0960,AMRO,American Robin,4/29/2021,318 N 47th St,Seattle,King
2021-0961,ANHU,Anna's Hummingbird,4/29/2021,2718 14th Ave S,Seattle,King
2021-0964,EACO,Eastern Cottontail,4/29/2021,5511 Ashworth Ave N,Seattle,King
2021-0967,HOFI,House Finch,4/30/2021,7020 7th Ave NW,Seattle,King
2021-0973,OPUS,Virginia Opossum,4/30/2021,629 NW 85th St,Seattle,King
2021-0977,MALL,Mallard,4/30/2021,1508 Arboretum Pl,Seattle,King
2021-0986,DEJU,Dark-eyed Junco,4/30/2021,12345 15th Ave NE,Seattle,King
2021-0991,GWGU,Glaucous-winged Gull,5/1/2021,7201 East Green Lake Dr N,Seattle,King
2021-0996,MALL,Mallard,5/1/2021,7861 62nd Ave NE,Seattle,King
2021-1009,CANG,Canada Goose,5/1/2021,1519 Alaskan Way S,Seattle,King
2021-1011,HOFI,House Finch,5/1/2021,3233 Hunter Blvd S,Seattle,King
2021-1016,VGSW,Violet-green Swallow,5/1/2021,4041 Roosevelt Wy NE,Seattle,King
2021-1022,MALL,Mallard,5/2/2021,2034 NW 56th St,Seattle,King
2021-1024,PISI,Pine Siskin,5/2/2021,1700 N 40th St,Seattle,King
2021-1036,MALL,Mallard,5/2/2021,2061 15th Ave W,Seattle,King
2021-1037,TOMO,Townsend's Mole,5/2/2021,2700 California Ave SW,Seattle,King
2021-1041,OPUS,Virginia Opossum,5/2/2021,906 N 100th St,Seattle,King
2021-1044,EACO,Eastern Cottontail,5/3/2021,135A 30th Ave,Seattle,King
2021-1045,HOFI,House Finch,5/3/2021,7116 Linden Ave N,Seattle,King
2021-1072,PISI,Pine Siskin,5/4/2021,2300 Arboretum Dr E,Seattle,King
2021-1073,STJA,Steller's Jay,5/4/2021,7201 East Green Lake Dr N,Seattle,King
2021-1075,EGSQ,Eastern Gray Squirrel,5/4/2021,11535 Corliss Ave N,Seattle,King
2021-1078,ANHU,Anna's Hummingbird,5/4/2021,7529 19th Ave SE,Seattle,King
2021-1084,HOSP,House Sparrow,5/4/2021,1123 Post Ave,Seattle,King
2021-1088,HOFI,House Finch,5/5/2021,13764 Wayne Pl N,Seattle,King
2021-1091,EACO,Eastern Cottontail,5/5/2021,1814 31st Ave,Seattle,King
2021-1093,STJA,Steller's Jay,5/5/2021,10926 24th Pl SW,Seattle,King
2021-1094,DEJU,Dark-eyed Junco,5/5/2021,1007 NE 71st St,Seattle,King
2021-1097,MALL,Mallard,5/5/2021,3801 Discovery Park Blvd,Seattle,King
2021-1098,MALL,Mallard,5/5/2021,3801 Discovery Park Blvd,Seattle,King
2021-1099,MALL,Mallard,5/5/2021,3801 Discovery Park Blvd,Seattle,King
2021-1100,MALL,Mallard,5/5/2021,3801 Discovery Park Blvd,Seattle,King
2021-1101,MALL,Mallard,5/5/2021,3801 Discovery Park Blvd,Seattle,King
2021-1102,MALL,Mallard,5/5/2021,3801 Discovery Park Blvd,Seattle,King
2021-1103,MALL,Mallard,5/5/2021,3801 Discovery Park Blvd,Seattle,King
2021-1104,MALL,Mallard,5/5/2021,3801 Discovery Park Blvd,Seattle,King
2021-1105,MALL,Mallard,5/5/2021,3801 Discovery Park Blvd,Seattle,King
2021-1106,MALL,Mallard,5/5/2021,3801 Discovery Park Blvd,Seattle,King
